,Pontos,Terminais,tempo_1,tempo_2,tempo_3,Media_Tempo
0,11,1,0.0,0.0,0.0,0.0
1,11,6,0.0,0.0,0.0,0.0
2,21,1,0.0,0.0,0.0,0.0
3,21,6,0.0,0.0,0.0,0.0
4,21,11,0.0,0.0,0.0,0.0
5,21,16,0.0,0.0035080909729003906,0.0,0.0011693636576334636
6,31,1,0.0,0.0,0.0,0.0
7,31,6,0.004051923751831055,0.0,0.0,0.0013506412506103516
8,31,11,0.0,0.005122184753417969,0.0,0.0017073949178059895
9,31,16,0.0040509700775146484,0.0,0.0,0.0013503233591715496
10,31,21,0.0,0.00950932502746582,0.015769243240356445,0.008426189422607422
11,31,26,0.004214763641357422,0.0,0.0,0.0014049212137858074
12,41,1,0.0,0.0,0.0,0.0
13,41,6,0.0039234161376953125,0.0,0.015622138977050781,0.006515185038248698
14,41,11,0.003999948501586914,0.015685319900512695,0.0,0.006561756134033203
15,41,16,0.004349231719970703,0.0,0.01562809944152832,0.006659110387166341
16,41,21,0.008143186569213867,0.015693187713623047,0.0,0.00794545809427897
17,41,26,0.004026174545288086,0.015635251998901367,0.015617609024047852,0.011759678522745768
18,41,31,0.008085966110229492,0.015492677688598633,0.01562952995300293,0.013069391250610352
19,41,36,0.007995128631591797,0.01562786102294922,0.020252227783203125,0.014625072479248047
20,51,1,0.0,0.0,0.0,0.0
21,51,6,0.004039287567138672,0.0,0.011128425598144531,0.005055904388427734
22,51,11,0.005909442901611328,0.012538433074951172,0.015766382217407227,0.011404752731323242
23,51,16,0.004007101058959961,0.0,0.0,0.0013357003529866536
24,51,21,0.012069225311279297,0.015658855438232422,0.015619277954101562,0.014449119567871094
25,51,26,0.016290664672851562,0.03136157989501953,0.015625476837158203,0.021092573801676433
26,51,31,0.008120059967041016,0.0,0.026763439178466797,0.011627833048502604
27,51,36,0.02000141143798828,0.0,0.015760421752929688,0.011920611063639322
28,51,41,0.032176971435546875,0.01562643051147461,0.03125357627868652,0.026352326075236004
29,51,46,0.020000457763671875,0.01619267463684082,0.031302690505981445,0.022498607635498047
30,61,1,0.0,0.0,0.0,0.0
31,61,6,0.008128643035888672,0.0,0.0,0.002709547678629557
32,61,11,0.007910728454589844,0.015502452850341797,0.014127016067504883,0.012513399124145508
33,61,16,0.011961698532104492,0.0313725471496582,0.01576972007751465,0.019701321919759113
34,61,21,0.013324499130249023,0.023758649826049805,0.015602350234985352,0.017561833063761394
35,61,26,0.020185470581054688,0.023378610610961914,0.03939247131347656,0.027652184168497723
36,61,31,0.013105154037475586,0.0312504768371582,0.03135824203491211,0.0252379576365153
37,61,36,0.024047374725341797,0.04715132713317871,0.046897172927856445,0.039365291595458984
38,61,41,0.031958818435668945,0.04687380790710449,0.03153848648071289,0.03679037094116211
39,61,46,0.028101205825805664,0.047020673751831055,0.046880245208740234,0.04066737492879232
40,61,51,0.028527021408081055,0.04811382293701172,0.06276488304138184,0.04646857579549154
41,61,56,0.034638166427612305,0.04729008674621582,0.06252741813659668,0.048151890436808266
42,71,1,0.0,0.0,0.0,0.0
43,71,6,0.006000995635986328,0.0,0.0,0.0020003318786621094
44,71,11,0.008139371871948242,0.0,0.015621423721313477,0.007920265197753906
45,71,16,0.015931129455566406,0.015624046325683594,0.03137063980102539,0.020975271860758465
46,71,21,0.019879579544067383,0.0312497615814209,0.031676530838012695,0.027601957321166992
47,71,26,0.036278724670410156,0.015625476837158203,0.04701542854309082,0.03297321001688639
48,71,31,0.028045177459716797,0.04736781120300293,0.047017574310302734,0.040810187657674156
49,71,36,0.03136324882507324,0.04728841781616211,0.04684281349182129,0.04183149337768555
50,71,41,0.03214573860168457,0.07827186584472656,0.04711794853210449,0.05251185099283854
51,71,46,0.04837846755981445,0.062713623046875,0.046880245208740234,0.0526574452718099
52,71,51,0.05350494384765625,0.09408426284790039,0.04703259468078613,0.06487393379211426
53,71,56,0.056154489517211914,0.09403276443481445,0.06248831748962402,0.0708918571472168
54,71,61,0.05636262893676758,0.0942847728729248,0.08333802223205566,0.07799514134724934
55,71,66,0.06448769569396973,0.10977792739868164,0.10950040817260742,0.0945886770884196
56,81,1,0.0,0.0,0.0,0.0
57,81,6,0.008007049560546875,0.03123784065246582,0.01562786102294922,0.018290917078653973
58,81,11,0.0239865779876709,0.01563119888305664,0.03125119209289551,0.023622989654541016
59,81,16,0.036077260971069336,0.03155374526977539,0.0313868522644043,0.03300595283508301
60,81,21,0.028301477432250977,0.046875953674316406,0.04702138900756836,0.04073294003804525
61,81,26,0.03768301010131836,0.04722952842712402,0.0626220703125,0.0491782029469808
62,81,31,0.032012224197387695,0.07828307151794434,0.07816672325134277,0.0628206729888916
63,81,36,0.04082512855529785,0.0943915843963623,0.0788118839263916,0.07134286562601726
64,81,41,0.05612993240356445,0.10004615783691406,0.09389281272888184,0.08335630098978679
65,81,46,0.060538291931152344,0.10367059707641602,0.11002039909362793,0.09140976270039876
66,81,51,0.06015777587890625,0.12541675567626953,0.12785983085632324,0.10447812080383301
67,81,56,0.07277131080627441,0.10966324806213379,0.13988256454467773,0.10743904113769531
68,81,61,0.08407354354858398,0.14069676399230957,0.14100337028503418,0.12192455927530925
69,81,66,0.0811464786529541,0.1574854850769043,0.14198040962219238,0.12687079111735025
70,81,71,0.11331987380981445,0.1567680835723877,0.1566159725189209,0.14223464330037436
71,81,76,0.11301255226135254,0.1872878074645996,0.1566753387451172,0.1523252328236898
72,91,1,0.0,0.0,0.0,0.0
73,91,6,0.011870384216308594,0.01648879051208496,0.015618085861206055,0.01465908686319987
74,91,11,0.028046846389770508,0.030781030654907227,0.031388282775878906,0.03007205327351888
75,91,16,0.03659987449645996,0.04715275764465332,0.04699873924255371,0.04358379046122233
76,91,21,0.03200721740722656,0.06563329696655273,0.06278228759765625,0.05347426732381185
77,91,26,0.05315971374511719,0.07526946067810059,0.07884907722473145,0.0690927505493164
78,91,31,0.06311368942260742,0.09389948844909668,0.09387755393981934,0.08363024393717448
79,91,36,0.06103396415710449,0.09389662742614746,0.10441088676452637,0.08644715944925944
80,91,41,0.07488489151000977,0.12572979927062988,0.09375929832458496,0.09812466303507487
81,91,46,0.0784153938293457,0.14118289947509766,0.10970234870910645,0.10976688067118327
82,91,51,0.09757566452026367,0.14133191108703613,0.16127419471740723,0.133393923441569
83,91,56,0.1088559627532959,0.15679621696472168,0.18893980979919434,0.15153066317240396
84,91,61,0.0902860164642334,0.1570572853088379,0.17156434059143066,0.13963588078816733
85,91,66,0.11772036552429199,0.14103078842163086,0.20396137237548828,0.1542375087738037
86,91,71,0.19582247734069824,0.2291269302368164,0.21905946731567383,0.21466962496439615
87,91,76,0.25022006034851074,0.17220020294189453,0.21943402290344238,0.21395142873128256
88,91,81,0.25978827476501465,0.2509424686431885,0.29761743545532227,0.2694493929545085
89,91,86,0.2523841857910156,0.28208160400390625,0.29857969284057617,0.277681827545166
90,101,1,0.0,0.0,0.0,0.0
91,101,6,0.020005464553833008,0.01574254035949707,0.01501154899597168,0.016919851303100586
92,101,11,0.04790616035461426,0.031391143798828125,0.01563405990600586,0.03164378801981608
93,101,16,0.06817197799682617,0.06264162063598633,0.03139305114746094,0.05406888326009115
94,101,21,0.10973906517028809,0.10966014862060547,0.06266188621520996,0.09402036666870117
95,101,26,0.11673903465270996,0.12032079696655273,0.09447336196899414,0.11051106452941895
96,101,31,0.17431235313415527,0.10979580879211426,0.10938143730163574,0.1311631997426351
97,101,36,0.1611475944519043,0.14080429077148438,0.13739609718322754,0.14644932746887207
98,101,41,0.18021178245544434,0.15653014183044434,0.1963350772857666,0.17769233385721842
99,101,46,0.20425939559936523,0.17243123054504395,0.17228150367736816,0.18299070994059244
100,101,51,0.22054839134216309,0.15771722793579102,0.20020556449890137,0.1928237279256185
101,101,56,0.16020846366882324,0.18768525123596191,0.2664451599121094,0.20477962493896484
102,101,61,0.15201878547668457,0.2513570785522461,0.28218674659729004,0.22852087020874023
103,101,66,0.14665460586547852,0.25110363960266113,0.2515692710876465,0.21644250551859537
104,101,71,0.2167372703552246,0.2816455364227295,0.23505258560180664,0.24447846412658691
105,101,76,0.30163002014160156,0.33532190322875977,0.32033681869506836,0.31909624735514325
106,101,81,0.33333873748779297,0.2981083393096924,0.3137650489807129,0.31507070859273273
107,101,86,0.31409454345703125,0.34479737281799316,0.3443264961242676,0.33440613746643066
108,101,91,0.31302571296691895,0.2983827590942383,0.34329795837402344,0.31823547681172687
109,101,96,0.2954695224761963,0.3239560127258301,0.3928086757659912,0.33741140365600586
110,111,1,0.0,0.0,0.0,0.0
111,111,6,0.03200578689575195,0.031394243240356445,0.049010515213012695,0.03747018178304037
112,111,11,0.056593894958496094,0.04689216613769531,0.060652971267700195,0.05471301078796387
113,111,16,0.08476972579956055,0.031131267547607422,0.0784003734588623,0.06476712226867676
114,111,21,0.10013318061828613,0.09403562545776367,0.09334921836853027,0.09583934148152669
115,111,26,0.14472031593322754,0.17234325408935547,0.17222166061401367,0.16309507687886557
116,111,31,0.1882801055908203,0.17302823066711426,0.1532151699066162,0.1715078353881836
117,111,36,0.18459033966064453,0.10953211784362793,0.2044060230255127,0.16617616017659506
118,111,41,0.256544828414917,0.1257314682006836,0.1900496482849121,0.19077531496683756
119,111,46,0.2409818172454834,0.2344510555267334,0.21731305122375488,0.23091530799865723
120,111,51,0.1160273551940918,0.2828035354614258,0.2821543216705322,0.22699507077534994
121,111,56,0.23703908920288086,0.2195281982421875,0.32652854919433594,0.2610319455464681
122,111,61,0.28081345558166504,0.2200314998626709,0.22251343727111816,0.2411194642384847
123,111,66,0.2738513946533203,0.3609023094177246,0.1849367618560791,0.2732301553090413
124,111,71,0.3434946537017822,0.43912744522094727,0.25174427032470703,0.3447887897491455
125,111,76,0.3003048896789551,0.45494914054870605,0.22069382667541504,0.3253159523010254
126,111,81,0.24718928337097168,0.4233825206756592,0.22893762588500977,0.2998364766438802
127,111,86,0.2859656810760498,0.43970775604248047,0.2689852714538574,0.3315529028574626
128,111,91,0.22776269912719727,0.43573951721191406,0.23324108123779297,0.29891443252563477
129,111,96,0.27085137367248535,0.45428466796875,0.5119855403900146,0.4123738606770833
130,111,101,0.30241847038269043,0.5014059543609619,0.5583932399749756,0.4540725549062093
131,111,106,0.3147914409637451,0.3915975093841553,0.6362698078155518,0.4475529193878174
132,121,1,0.0,0.0,0.0,0.0
133,121,6,0.02396559715270996,0.031381845474243164,0.028975963592529297,0.02810780207316081
134,121,11,0.03577828407287598,0.06262755393981934,0.0820920467376709,0.060165961583455406
135,121,16,0.0527040958404541,0.07824921607971191,0.1554250717163086,0.0954594612121582
136,121,21,0.15270352363586426,0.12090015411376953,0.09648346900939941,0.12336238225301106
137,121,26,0.16036152839660645,0.17230606079101562,0.2231733798980713,0.18528032302856445
138,121,31,0.2245345115661621,0.14100980758666992,0.2889831066131592,0.21817580858866373
139,121,36,0.25238561630249023,0.23496508598327637,0.3493509292602539,0.2789005438486735
140,121,41,0.21259832382202148,0.3107316493988037,0.2683722972869873,0.2639007568359375
141,121,46,0.3459901809692383,0.26620054244995117,0.34929704666137695,0.3204959233601888
142,121,51,0.25031089782714844,0.2202606201171875,0.3465583324432373,0.27237661679585773
143,121,56,0.4738199710845947,0.3445858955383301,0.4161531925201416,0.41151968638102215
144,121,61,0.24219512939453125,0.4548964500427246,0.4071059226989746,0.36806583404541016
145,121,66,0.18610525131225586,0.3608527183532715,0.4524407386779785,0.33313290278116864
146,121,71,0.23740792274475098,0.49010276794433594,0.4745218753814697,0.40067752202351886
147,121,76,0.27321672439575195,0.3917675018310547,0.4822978973388672,0.3824273745218913
148,121,81,0.5911970138549805,0.5014677047729492,0.48522305488586426,0.5259625911712646
149,121,86,0.49126315116882324,0.4861152172088623,0.5391592979431152,0.505512555440267
150,121,91,0.6067376136779785,0.5484395027160645,0.6214127540588379,0.5921966234842936
151,121,96,0.6322124004364014,0.5489325523376465,0.5840187072753906,0.5883878866831461
152,121,101,0.6773016452789307,0.6737425327301025,0.5773334503173828,0.642792542775472
153,121,106,0.6996989250183105,0.7510201930999756,0.7134404182434082,0.7213865121205648
154,121,111,0.5360729694366455,0.7514805793762207,0.679663896560669,0.6557391484578451
155,121,116,0.35871005058288574,0.6426811218261719,0.7219104766845703,0.5744338830312093
156,131,1,0.0,0.0,0.0,0.0
157,131,6,0.02406167984008789,0.04716157913208008,0.042548418045043945,0.03792389233907064
158,131,11,0.03220939636230469,0.10963940620422363,0.08709955215454102,0.07631611824035645
159,131,16,0.0938575267791748,0.07838034629821777,0.15996146202087402,0.1107331116994222
160,131,21,0.1256856918334961,0.15682673454284668,0.15652775764465332,0.1463467280069987
161,131,26,0.16450881958007812,0.21927714347839355,0.1682448387145996,0.18401026725769043
162,131,31,0.17773795127868652,0.1455535888671875,0.26340627670288086,0.19556593894958496
163,131,36,0.2987551689147949,0.2511312961578369,0.22010397911071777,0.2566634813944499
164,131,41,0.31412482261657715,0.28209590911865234,0.34917497634887695,0.31513190269470215
165,131,46,0.2351090908050537,0.23543381690979004,0.45375871658325195,0.30810054143269855
166,131,51,0.38655757904052734,0.39161062240600586,0.36159610748291016,0.37992143630981445
167,131,56,0.41649484634399414,0.4073629379272461,0.30890369415283203,0.37758715947469074
168,131,61,0.5569822788238525,0.43797802925109863,0.2989225387573242,0.4312942822774251
169,131,66,0.44046497344970703,0.6277194023132324,0.36127662658691406,0.4764870007832845
170,131,71,0.3045823574066162,0.40674400329589844,0.5950474739074707,0.4354579448699951
171,131,76,0.3463573455810547,0.595405101776123,0.5546050071716309,0.49878915150960285
172,131,81,0.39560508728027344,0.5798025131225586,0.6416058540344238,0.5390044848124186
173,131,86,0.4899635314941406,0.5013737678527832,0.7859909534454346,0.5924427509307861
174,131,91,0.4887537956237793,0.5174806118011475,0.5951390266418457,0.5337911446889242
175,131,96,0.691136360168457,0.6569778919219971,0.8155627250671387,0.7212256590525309
176,131,101,0.9099829196929932,0.7216157913208008,0.75419020652771,0.7952629725138346
177,131,106,0.9561748504638672,0.7995057106018066,0.7066483497619629,0.8207763036092123
178,131,111,0.9419865608215332,0.8007333278656006,0.8316357135772705,0.8581185340881348
179,131,116,0.9425818920135498,1.0361697673797607,0.7524640560150146,0.9104052384694418
180,131,121,0.9246444702148438,1.0350117683410645,0.9101641178131104,0.9566067854563395
181,131,126,0.7700400352478027,0.8637204170227051,0.8323519229888916,0.8220374584197998
182,141,1,0.0,0.0,0.0,0.0
183,141,6,0.06250500679016113,0.07400751113891602,0.04676198959350586,0.06109150250752767
184,141,11,0.09441256523132324,0.09389138221740723,0.07870864868164062,0.0890041987101237
185,141,16,0.1255784034729004,0.10909461975097656,0.15667462348937988,0.1304492155710856
186,141,21,0.17264175415039062,0.18895483016967773,0.14077496528625488,0.16745718320210776
187,141,26,0.22007155418395996,0.25032472610473633,0.17177700996398926,0.21405776341756186
188,141,31,0.30121803283691406,0.30826306343078613,0.3251953125,0.3115588029225667
189,141,36,0.3641519546508789,0.31397485733032227,0.32703661918640137,0.3350544770558675
190,141,41,0.3036930561065674,0.393068790435791,0.47025370597839355,0.389005184173584
191,141,46,0.221343994140625,0.4707014560699463,0.3769807815551758,0.356342077255249
192,141,51,0.29143643379211426,0.487227201461792,0.3924999237060547,0.3903878529866536
193,141,56,0.41535425186157227,0.42511916160583496,0.5798976421356201,0.47345701853434247
194,141,61,0.3739171028137207,0.6916463375091553,0.5490295886993408,0.5381976763407389
195,141,66,0.4726545810699463,0.6899576187133789,0.5515825748443604,0.5713982582092285
196,141,71,0.49333786964416504,0.6268677711486816,0.6442651748657227,0.5881569385528564
197,141,76,0.46871066093444824,0.8156027793884277,0.5911862850189209,0.6251665751139323
198,141,81,0.43109750747680664,0.7218997478485107,0.8782403469085693,0.6770792007446289
199,141,86,0.5348870754241943,0.722320556640625,0.6588449478149414,0.6386841932932535
200,141,91,0.534435510635376,0.6595709323883057,0.7683765888214111,0.6541276772816976
201,141,96,0.5623500347137451,0.5818281173706055,0.8160991668701172,0.6534257729848226
202,141,101,0.48995327949523926,0.721097469329834,0.9577610492706299,0.722937266031901
203,141,106,0.6036765575408936,1.0347504615783691,1.0819518566131592,0.906792958577474
204,141,111,0.6735341548919678,0.9407315254211426,1.0826117992401123,0.8989591598510742
205,141,116,0.6017594337463379,0.924802303314209,1.224703311920166,0.9170883496602377
206,141,121,0.7088363170623779,1.2704389095306396,1.6661927700042725,1.2151559988657634
207,141,126,0.6310317516326904,1.0826518535614014,1.7435297966003418,1.1524044672648113
208,141,131,1.0464427471160889,1.0511362552642822,1.7737033367156982,1.2904274463653564
209,141,136,1.381584882736206,1.0194873809814453,1.7343084812164307,1.3784602483113606
210,151,1,0.0,0.0,0.0,0.0
211,151,6,0.04694247245788574,0.09403300285339355,0.06280040740966797,0.06792529424031575
212,151,11,0.09201240539550781,0.12442612648010254,0.12831521034240723,0.11491791407267253
213,151,16,0.20487046241760254,0.197784423828125,0.2874941825866699,0.23004968961079916
214,151,21,0.24515867233276367,0.14197087287902832,0.37600016593933105,0.2543765703837077
215,151,26,0.39092206954956055,0.18863320350646973,0.4387383460998535,0.3394312063852946
216,151,31,0.3320353031158447,0.2212538719177246,0.36063647270202637,0.3046418825785319
